"cc","operator","quarter",price
"GH","Glo Mobile (Globacom)","2015_Q2",3.753753754
"GH","Glo Mobile (Globacom)","2015_Q3",3.903606933
"GH","Glo Mobile (Globacom)","2015_Q4",3.962697805
"GH","Glo Mobile (Globacom)","2016_Q1",3.856229482
"GH","Glo Mobile (Globacom)","2016_Q2",3.909701533
"GH","Glo Mobile (Globacom)","2016_Q3",2.538528517
"GH","Glo Mobile (Globacom)","2016_Q4",2.457733134
"GH","Glo Mobile (Globacom)","2017_Q1",2.272210861
"GH","Glo Mobile (Globacom)","2017_Q2",2.341920375
"GH","Glo Mobile (Globacom)","2017_Q3",2.277904328
"GH","Glo Mobile (Globacom)","2017_Q4",2.244668911
"GH","Blu","2016_Q2",5.212935378
"GH","Blu","2016_Q3",5.077057033
"GH","Blu","2016_Q4",4.915466269
"GH","Blu","2017_Q1",4.544421722
"GH","Blu","2017_Q2",4.683840749
"GH","Blu","2017_Q3",4.555808656
"GH","Blu","2017_Q4",4.489337823
"GH","Surfline","2016_Q2",4.952288609
"GH","Surfline","2016_Q3",4.823204181
"GH","Surfline","2016_Q4",4.669692955
"GH","Surfline","2017_Q1",4.317200636
"GH","Surfline","2017_Q2",9.367681499
"GH","Surfline","2017_Q3",7.972665148
"GH","Surfline","2017_Q4",7.85634119
"GN","MTN","2016_Q1",3.949613464
"GN","MTN","2016_Q2",4.010303807
"GN","MTN","2016_Q3",3.346331974
"GN","MTN","2016_Q4",3.297235927
"GN","MTN","2017_Q1",3.236527012
"GN","MTN","2017_Q2",3.304739989
"GN","MTN","2017_Q3",4.500728555
"GN","MTN","2017_Q4",4.478186084
"GN","Orange (Sonatel)","2015_Q3",6.99973261
"GN","Orange (Sonatel)","2015_Q4",6.660308292
"GN","Orange (Sonatel)","2016_Q1",6.582689107
"GN","Orange (Sonatel)","2016_Q2",6.683839679
"GN","Orange (Sonatel)","2016_Q3",6.692663948
"GN","Orange (Sonatel)","2016_Q4",6.594471854
"GN","Orange (Sonatel)","2017_Q1",6.473054025
"GN","Orange (Sonatel)","2017_Q2",6.609479977
"GN","Orange (Sonatel)","2017_Q3",6.751092833
"GN","Orange (Sonatel)","2017_Q4",6.60980266
"GN","Cellcom","2016_Q3",4.907953562
"GN","Cellcom","2016_Q4",4.835946026
"GN","Cellcom","2017_Q1",4.746906285
"GN","Cellcom","2017_Q2",2.203159992
"GN","Cellcom","2017_Q3",2.250364278
"GN","Cellcom","2017_Q4",2.239093042
"GW","MTN","2017_Q2",58.28704656
"GW","MTN","2017_Q3",57.79560753
"GW","MTN","2017_Q4",61.05378839
"GW","Orange (Sonatel)","2017_Q2",101.3166015
"GW","Orange (Sonatel)","2017_Q3",100.4623649
"KE","Airtel (Bharti Airtel)","2014_Q2",13.92342349
"KE","Airtel (Bharti Airtel)","2014_Q3",13.81773714
"KE","Airtel (Bharti Airtel)","2014_Q4",13.56599006
"KE","Airtel (Bharti Airtel)","2015_Q1",11.07147523
"KE","Airtel (Bharti Airtel)","2015_Q2",10.62625855
"KE","Airtel (Bharti Airtel)","2015_Q3",7.401997552
"KE","Airtel (Bharti Airtel)","2015_Q4",7.447790985
"KE","Airtel (Bharti Airtel)","2016_Q1",4.986586083
"KE","Airtel (Bharti Airtel)","2016_Q2",5.032449233
"KE","Airtel (Bharti Airtel)","2016_Q3",5.017737703
"KE","Airtel (Bharti Airtel)","2016_Q4",5.00183067
"KE","Airtel (Bharti Airtel)","2017_Q1",4.921114534
"KE","Airtel (Bharti Airtel)","2017_Q2",4.906771344
"KE","Airtel (Bharti Airtel)","2017_Q3",4.909662215
"KE","Airtel (Bharti Airtel)","2017_Q4",2.943947244
"KE","Safaricom","2014_Q2",11.60285291
"KE","Safaricom","2014_Q3",11.51478095
"KE","Safaricom","2014_Q4",11.30499172
"KE","Safaricom","2015_Q1",11.07147523
"KE","Safaricom","2015_Q2",10.62625855
"KE","Safaricom","2015_Q3",8.388930559
"KE","Safaricom","2015_Q4",4.96519399
"KE","Safaricom","2016_Q1",4.986586083
"KE","Safaricom","2016_Q2",5.032449233
"KE","Safaricom","2016_Q3",5.017737703
"KE","Safaricom","2016_Q4",5.00183067
"KE","Safaricom","2017_Q1",4.921114534
"KE","Safaricom","2017_Q2",4.906771344
"KE","Safaricom","2017_Q3",4.909662215
"KE","Safaricom","2017_Q4",4.896765583
"KE","Telkom Kenya (Orange)","2014_Q2",8.702139682
"KE","Telkom Kenya (Orange)","2014_Q3",8.636085711
"KE","Telkom Kenya (Orange)","2014_Q4",8.478743789
"KE","Telkom Kenya (Orange)","2015_Q1",8.303606422
"KE","Telkom Kenya (Orange)","2015_Q2",7.969693911
"KE","Telkom Kenya (Orange)","2015_Q3",7.401997552
"KE","Telkom Kenya (Orange)","2015_Q4",4.96519399
"KE","Telkom Kenya (Orange)","2016_Q1",4.986586083
"KE","Telkom Kenya (Orange)","2016_Q2",5.032449233
"KE","Telkom Kenya (Orange)","2016_Q3",5.017737703
"KE","Telkom Kenya (Orange)","2016_Q4",5.00183067
"KE","Telkom Kenya (Orange)","2017_Q1",4.921114534
"KE","Telkom Kenya (Orange)","2017_Q2",4.896957802
"KE","Telkom Kenya (Orange)","2017_Q3",4.899842891
"KE","Telkom Kenya (Orange)","2017_Q4",4.896765583
"KE","Equitel (Equity Bank)","2016_Q1",9.973172167
"KE","Equitel (Equity Bank)","2016_Q2",10.06489847
"KE","Equitel (Equity Bank)","2016_Q3",10.03547541
"KE","Equitel (Equity Bank)","2016_Q4",10.00366134
"KE","Equitel (Equity Bank)","2017_Q1",9.842229068
"KE","Equitel (Equity Bank)","2017_Q2",9.813542689
"KE","Equitel (Equity Bank)","2017_Q3",9.81932443
"LS","Econet Wireless","2016_Q1",7.592822252
"LS","Econet Wireless","2016_Q2",8.002560819
"LS","Econet Wireless","2016_Q3",8.528057309
"LS","Econet Wireless","2016_Q4",8.625646924
"LS","Econet Wireless","2017_Q1",9.083339641
"LS","Econet Wireless","2017_Q2",9.302325581
"LS","Econet Wireless","2017_Q3",9.118541033
"LS","Econet Wireless","2017_Q4",8.809279107
"LS","Vodacom","2015_Q3",16.97688058
"LS","Vodacom","2015_Q4",15.47835141
"LS","Vodacom","2016_Q1",13.92017413
"LS","Vodacom","2016_Q2",10.00320102
"LS","Vodacom","2016_Q3",7.106714424
"LS","Vodacom","2016_Q4",7.188039103
"LS","Vodacom","2017_Q1",7.569449701
"LS","Vodacom","2017_Q2",9.689922481
"LS","Vodacom","2017_Q3",7.598784195
"LS","Vodacom","2017_Q4",9.176332403
"LR","Cellcom","2016_Q2",5
"LR","Cellcom","2016_Q3",5
"LR","Cellcom","2016_Q4",5
"LR","Cellcom","2017_Q1",5
"LR","Cellcom","2017_Q2",5
"LR","Cellcom","2017_Q3",5
"LR","Cellcom","2017_Q4",5
"LR","Novafone","2016_Q2",5
"LR","Novafone","2016_Q3",5
"LR","Novafone","2016_Q4",5
"LR","Novafone","2017_Q1",5
"LR","Novafone","2017_Q2",5
"LR","Novafone","2017_Q3",5
"LR","Novafone","2017_Q4",5
"LR","Lonestar (MTN)","2015_Q1",12
"LR","Lonestar (MTN)","2015_Q2",12
"LR","Lonestar (MTN)","2015_Q3",12
"LR","Lonestar (MTN)","2015_Q4",12
"LR","Lonestar (MTN)","2016_Q1",12
"LR","Lonestar (MTN)","2016_Q2",10
"LR","Lonestar (MTN)","2016_Q3",5
"LR","Lonestar (MTN)","2016_Q4",5
"LR","Lonestar (MTN)","2017_Q1",5
"LR","Lonestar (MTN)","2017_Q2",5
"LR","Lonestar (MTN)","2017_Q3",5
"LR","Lonestar (MTN)","2017_Q4",5
"LY","Libyana","2015_Q3",74.63243526
"LY","Libyana","2015_Q4",73.91529307
"LY","Libyana","2016_Q1",73.78222439
"LY","Libyana","2016_Q2",18.96252247
"LY","Libyana","2016_Q3",11.03769003
"LY","Libyana","2016_Q4",10.79960257
"LY","Libyana","2017_Q1",10.69900143
"LY","Libyana","2017_Q2",10.94890511
"LY","Libyana","2017_Q3",11.11111111
"LY","Libyana","2017_Q4",18.54599407
"MG","Airtel (Bharti Airtel)","2015_Q2",7.30903917
"MG","Airtel (Bharti Airtel)","2015_Q3",6.98898846
"MG","Airtel (Bharti Airtel)","2015_Q4",7.104876503
"MG","Airtel (Bharti Airtel)","2016_Q1",7.125843344
"MG","Airtel (Bharti Airtel)","2016_Q2",7.106133098
"MG","Airtel (Bharti Airtel)","2016_Q3",7.466428449
"MG","Airtel (Bharti Airtel)","2016_Q4",6.531412517
"MG","Airtel (Bharti Airtel)","2017_Q1",6.638928591
"MG","Airtel (Bharti Airtel)","2017_Q2",6.738855858
"MG","Airtel (Bharti Airtel)","2017_Q3",10.25353226
"MG","Airtel (Bharti Airtel)","2017_Q4",9.593537793
"MG","Orange","2015_Q3",16.7735723
"MG","Orange","2015_Q4",17.05170361
"MG","Orange","2016_Q1",17.10202402
"MG","Orange","2016_Q2",17.05471944
"MG","Orange","2016_Q3",11.94628552
"MG","Orange","2016_Q4",4.665294655
"MG","Orange","2017_Q1",4.742091851
"MG","Orange","2017_Q2",4.81346847
"MG","Orange","2017_Q3",5.126766128
"MG","Orange","2017_Q4",4.796768896
"MG","Telma","2015_Q3",7.765542734
"MG","Telma","2015_Q4",7.894307226
"MG","Telma","2016_Q1",7.917603715
"MG","Telma","2016_Q2",7.895703442
"MG","Telma","2016_Q3",8.29603161
"MG","Telma","2016_Q4",7.775491092
"MG","Telma","2017_Q1",7.903486418
"MG","Telma","2017_Q2",8.02244745
"MG","Telma","2017_Q3",8.544610214
"MG","Telma","2017_Q4",7.994614827
"MW","Airtel (Bharti Airtel)","2015_Q3",9.103755101
"MW","Airtel (Bharti Airtel)","2015_Q4",7.603222384
"MW","Airtel (Bharti Airtel)","2016_Q1",5.560450035
"MW","Airtel (Bharti Airtel)","2016_Q2",5.804171767
"MW","Airtel (Bharti Airtel)","2016_Q3",7.292391231
"MW","Airtel (Bharti Airtel)","2016_Q4",7.264670093
"MW","Airtel (Bharti Airtel)","2017_Q1",7.233906991
"MW","Airtel (Bharti Airtel)","2017_Q2",7.222322532
"MW","Airtel (Bharti Airtel)","2017_Q3",7.227542497
"MW","Airtel (Bharti Airtel)","2017_Q4",4.87284655
"MW","TNM","2015_Q3",6.926770186
"MW","TNM","2015_Q4",6.652819586
"MW","TNM","2016_Q1",5.777090946
"MW","TNM","2016_Q2",7.236369996
"MW","TNM","2016_Q3",6.73143806
"MW","TNM","2016_Q4",6.705849317
"MW","TNM","2017_Q1",6.677452607
"MW","TNM","2017_Q2",6.666759261
"MW","TNM","2017_Q3",6.671577689
"MW","TNM","2017_Q4",6.682760983
"ML","Orange (Sonatel)","2014_Q4",14.28650344
"ML","Orange (Sonatel)","2015_Q1",12.86497947
"ML","Orange (Sonatel)","2015_Q2",12.64312012
"ML","Orange (Sonatel)","2015_Q3",12.7144504
"ML","Orange (Sonatel)","2015_Q4",12.51639648
"ML","Orange (Sonatel)","2016_Q1",12.61426421
"ML","Orange (Sonatel)","2016_Q2",12.92359228
"ML","Orange (Sonatel)","2016_Q3",12.75685936
"ML","Orange (Sonatel)","2016_Q4",12.3460245
"ML","Orange (Sonatel)","2017_Q1",12.19706555
"ML","Orange (Sonatel)","2017_Q2",12.85743674
"ML","Orange (Sonatel)","2017_Q3",12.74903107
"ML","Orange (Sonatel)","2017_Q4",13.46774744
"ML","Malitel (Sotelma)","2016_Q2",12.92359228
"ML","Malitel (Sotelma)","2016_Q3",12.75685936
"ML","Malitel (Sotelma)","2016_Q4",12.3460245
"ML","Malitel (Sotelma)","2017_Q1",12.19706555
"ML","Malitel (Sotelma)","2017_Q2",12.85743674
"ML","Malitel (Sotelma)","2017_Q3",12.74903107
"ML","Malitel (Sotelma)","2017_Q4",13.46774744
"MR","Mauritel","2016_Q3",28.47420948
"MR","Mauritel","2016_Q4",14.17776076
"MR","Mauritel","2017_Q1",14.15348034
"MR","Mauritel","2017_Q2",14.05639425
"MR","Mauritel","2017_Q3",13.96063102
"MR","Mauritel","2017_Q4",17.03500125
"MR","Mattel (Tunisie Telecom)","2016_Q1",31.13140879
"MR","Mattel (Tunisie Telecom)","2016_Q2",28.96921731
"MR","Mattel (Tunisie Telecom)","2016_Q3",28.47420948
"MR","Mattel (Tunisie Telecom)","2016_Q4",9.924432535
"MR","Mattel (Tunisie Telecom)","2017_Q1",8.492088204
"MR","Mattel (Tunisie Telecom)","2017_Q2",8.433836552
"MR","Mattel (Tunisie Telecom)","2017_Q3",8.376378612
"MR","Mattel (Tunisie Telecom)","2017_Q4",8.517500625
"MR","Chinguitel (Sudatel)","2015_Q4",22.95300209
"MR","Chinguitel (Sudatel)","2016_Q1",21.79198615
"MR","Chinguitel (Sudatel)","2016_Q2",20.27845212
"MR","Chinguitel (Sudatel)","2016_Q3",28.47420948
"MR","Chinguitel (Sudatel)","2016_Q4",26.65419024
"MR","Chinguitel (Sudatel)","2017_Q1",26.60854304
"MR","Chinguitel (Sudatel)","2017_Q2",26.4260212
"MR","Chinguitel (Sudatel)","2017_Q3",33.50551445
"MR","Chinguitel (Sudatel)","2017_Q4",34.0700025
"MU","Orange","2015_Q4",8.581720075
"MU","Orange","2016_Q1",8.646666551
"MU","Orange","2016_Q2",8.804683267
"MU","Orange","2016_Q3",8.784170865
"MU","Orange","2016_Q4",8.661068353
"MU","Orange","2017_Q1",8.726869418
"MU","Orange","2017_Q2",8.92803822
"MU","Orange","2017_Q3",9.268443893
"MU","Orange","2017_Q4",9.102809998
"MU","Emtel","2015_Q4",7.146649829
"MU","Emtel","2016_Q1",7.20073569
"MU","Emtel","2016_Q2",7.332328206
"MU","Emtel","2016_Q3",7.315245971
"MU","Emtel","2016_Q4",9.703872569
"MU","Emtel","2017_Q1",7.267526706
"MU","Emtel","2017_Q2",7.43505524
"MU","Emtel","2017_Q3",7.718536888
"MU","Emtel","2017_Q4",7.580600968
"MU","CHILI (MTML)","2015_Q3",8.037387002
"MU","CHILI (MTML)","2015_Q4",6.45781611
"MU","CHILI (MTML)","2016_Q1",5.205351101
"MU","CHILI (MTML)","2016_Q2",5.300478221
"MU","CHILI (MTML)","2016_Q3",5.288129618
"MU","CHILI (MTML)","2016_Q4",5.214021082
"MU","CHILI (MTML)","2017_Q1",5.253633763
"MU","CHILI (MTML)","2017_Q2",5.374738728
"MU","CHILI (MTML)","2017_Q3",5.57966522
"MU","CHILI (MTML)","2017_Q4",5.479952507
"MA","Maroc Telecom (Etisalat)","2016_Q1",5.141805864
"MA","Maroc Telecom (Etisalat)","2016_Q2",5.197629465
"MA","Maroc Telecom (Etisalat)","2016_Q3",5.161769868
"MA","Maroc Telecom (Etisalat)","2016_Q4",5.059079935
"MA","Maroc Telecom (Etisalat)","2017_Q1",5.033725964
"MA","Maroc Telecom (Etisalat)","2017_Q2",5.202913632
"MA","Maroc Telecom (Etisalat)","2017_Q3",5.364806867
"MA","Maroc Telecom (Etisalat)","2017_Q4",5.360205832
"MA","Meditel","2015_Q4",10.20189551
"MA","Meditel","2016_Q1",10.28361173
"MA","Meditel","2016_Q2",5.197629465
"MA","Meditel","2016_Q3",10.22030434
"MA","Meditel","2016_Q4",10.11815987
"MA","Meditel","2017_Q1",10.06745193
"MA","Meditel","2017_Q2",10.40582726
"MA","Meditel","2017_Q3",10.72961373
"MA","Meditel","2017_Q4",3.216123499
"MA","inwi (Wana)","2013_Q3",11.98106991
"MA","inwi (Wana)","2013_Q4",12.25189904
"MA","inwi (Wana)","2014_Q1",12.40423927
"MA","inwi (Wana)","2014_Q2",12.27762158
"MA","inwi (Wana)","2014_Q3",11.98509055
"MA","inwi (Wana)","2014_Q4",11.40133852
"MA","inwi (Wana)","2015_Q1",10.45784443
"MA","inwi (Wana)","2015_Q2",10.32023695
"MA","inwi (Wana)","2015_Q3",10.31895902
"MA","inwi (Wana)","2015_Q4",5.100947756
"MA","inwi (Wana)","2016_Q1",5.141805864
"MA","inwi (Wana)","2016_Q2",5.197629465
"MA","inwi (Wana)","2016_Q3",5.161769868
"MA","inwi (Wana)","2016_Q4",5.059079935
"MA","inwi (Wana)","2017_Q1",5.033725964
"MA","inwi (Wana)","2017_Q2",5.202913632
"MA","inwi (Wana)","2017_Q3",5.364806867
"MA","inwi (Wana)","2017_Q4",5.360205832
"MZ","mcel (Mozambique Cellular)","2014_Q2",15.97444089
"MZ","mcel (Mozambique Cellular)","2014_Q3",16.45619197
"MZ","mcel (Mozambique Cellular)","2014_Q4",5.077124697
"MZ","mcel (Mozambique Cellular)","2015_Q1",4.783430198
"MZ","mcel (Mozambique Cellular)","2015_Q2",4.436803283
"MZ","mcel (Mozambique Cellular)","2015_Q3",4.033305016
"MZ","mcel (Mozambique Cellular)","2015_Q4",3.62141706
"MZ","mcel (Mozambique Cellular)","2016_Q1",3.346636212
"MZ","mcel (Mozambique Cellular)","2016_Q2",2.869440459
"MZ","mcel (Mozambique Cellular)","2016_Q3",2.268174814
"MZ","mcel (Mozambique Cellular)","2016_Q4",2.122846472
"MZ","mcel (Mozambique Cellular)","2017_Q1",2.272565869
"MZ","mcel (Mozambique Cellular)","2017_Q2",2.705902249
"MZ","mcel (Mozambique Cellular)","2017_Q3",2.664002664
"MZ","mcel (Mozambique Cellular)","2017_Q4",2.678765759
"MZ","Vodacom","2016_Q1",4.183295265
"MZ","Vodacom","2016_Q2",3.586800574
"MZ","Vodacom","2016_Q3",3.544023147
"MZ","Vodacom","2016_Q4",3.316947612
"MZ","Vodacom","2017_Q1",3.55088417
"MZ","Vodacom","2017_Q2",4.227972265
"MZ","Vodacom","2017_Q3",4.162504163
"MZ","Vodacom","2017_Q4",4.185571498
"MZ","Movitel","2014_Q2",6.389776358
"MZ","Movitel","2014_Q3",6.582476789
"MZ","Movitel","2014_Q4",6.346405872
"MZ","Movitel","2015_Q1",5.979287747
"MZ","Movitel","2015_Q2",5.546004104
"MZ","Movitel","2015_Q3",5.04163127
"MZ","Movitel","2015_Q4",4.526771326
"MZ","Movitel","2016_Q1",4.183295265
"MZ","Movitel","2016_Q2",3.586800574
"MZ","Movitel","2016_Q3",2.835218517
"MZ","Movitel","2016_Q4",2.65355809
"MZ","Movitel","2017_Q1",2.840707336
"MZ","Movitel","2017_Q2",3.382377812
"MZ","Movitel","2017_Q3",3.33000333
"MZ","Movitel","2017_Q4",3.348457198
"NA","MTC","2012_Q1",15.62276236
"NA","MTC","2013_Q1",13.43243485
"NA","MTC","2013_Q4",19.72230988
"NA","MTC","2014_Q1",11.04860465
"NA","MTC","2014_Q2",18.86578878
"NA","MTC","2014_Q3",18.58718785
"NA","MTC","2014_Q4",17.23885293
"NA","MTC","2015_Q1",10.21728765
"NA","MTC","2015_Q2",9.936982966
"NA","MTC","2015_Q3",5.500509306
"NA","MTC","2015_Q4",5.014985858
"NA","MTC","2016_Q1",4.510136418
"NA","MTC","2016_Q2",4.753521127
"NA","MTC","2016_Q3",5.065666041
"NA","MTC","2016_Q4",5.123634273
"NA","MTC","2017_Q1",5.395095368
"NA","MTC","2017_Q2",5.525581395
"NA","MTC","2017_Q3",5.416413374
"NA","MTC","2017_Q4",5.23271179
"NA","TN Mobile (Telecom Namibia)","2014_Q2",22.54461759
"NA","TN Mobile (Telecom Namibia)","2014_Q3",22.21168948
"NA","TN Mobile (Telecom Namibia)","2014_Q4",20.60042925
"NA","TN Mobile (Telecom Namibia)","2015_Q1",20.34943124
"NA","TN Mobile (Telecom Namibia)","2015_Q2",19.79115774
"NA","TN Mobile (Telecom Namibia)","2015_Q3",10.72630182
"NA","TN Mobile (Telecom Namibia)","2015_Q4",9.779503848
"NA","TN Mobile (Telecom Namibia)","2016_Q1",7.592822252
"NA","TN Mobile (Telecom Namibia)","2016_Q2",8.002560819
"NA","TN Mobile (Telecom Namibia)","2016_Q3",8.528057309
"NA","TN Mobile (Telecom Namibia)","2016_Q4",8.625646924
"NA","TN Mobile (Telecom Namibia)","2017_Q1",9.082652134
"NA","TN Mobile (Telecom Namibia)","2017_Q2",9.302325581
"NA","TN Mobile (Telecom Namibia)","2017_Q3",9.118541033
"NA","TN Mobile (Telecom Namibia)","2017_Q4",8.809279107
"NA","Paratus Telecom","2017_Q2",6.589147287
"NA","Paratus Telecom","2017_Q3",6.458966565
"NA","Paratus Telecom","2017_Q4",6.239906034
"NE","Airtel (Bharti Airtel)","2015_Q3",8.476300264
"NE","Airtel (Bharti Airtel)","2015_Q4",8.34426432
"NE","Airtel (Bharti Airtel)","2016_Q1",8.409509473
"NE","Airtel (Bharti Airtel)","2016_Q2",5.16943691
"NE","Airtel (Bharti Airtel)","2016_Q3",5.102743745
"NE","Airtel (Bharti Airtel)","2016_Q4",6.584546399
"NE","Airtel (Bharti Airtel)","2017_Q1",6.505091047
"NE","Airtel (Bharti Airtel)","2017_Q2",6.857299595
"NE","Airtel (Bharti Airtel)","2017_Q3",0.04249677
"NE","Airtel (Bharti Airtel)","2017_Q4",3.396243076
"NE","Moov (Maroc Telecom)","2016_Q2",68.92582547
"NE","Moov (Maroc Telecom)","2016_Q3",68.03658327
"NE","Moov (Maroc Telecom)","2016_Q4",65.84546399
"NE","Moov (Maroc Telecom)","2017_Q1",65.05091047
"NE","Moov (Maroc Telecom)","2017_Q2",68.57299595
"NE","Moov (Maroc Telecom)","2017_Q3",67.99483239
"NE","Moov (Maroc Telecom)","2017_Q4",67.92486152
"NE","Orange","2015_Q3",25.42890079
"NE","Orange","2015_Q4",25.03279296
"NE","Orange","2016_Q1",25.22852842
"NE","Orange","2016_Q2",8.615728184
"NE","Orange","2016_Q3",8.504572909
"NE","Orange","2016_Q4",8.230682999
"NE","Orange","2017_Q1",6.505091047
"NE","Orange","2017_Q2",6.857299595
"NE","Orange","2017_Q3",6.799483239
"NE","Orange","2017_Q4",6.792486152
"NG","Glo Mobile (Globacom)","2014_Q2",18.57849725
"NG","Glo Mobile (Globacom)","2014_Q3",18.63585539
"NG","Glo Mobile (Globacom)","2014_Q4",17.55679624
"NG","Glo Mobile (Globacom)","2015_Q1",15.51502113
"NG","Glo Mobile (Globacom)","2015_Q2",15.17926714
"NG","Glo Mobile (Globacom)","2015_Q3",15.19287353
"NG","Glo Mobile (Globacom)","2015_Q4",5.062188992
"NG","Glo Mobile (Globacom)","2016_Q1",5.075085896
"NG","Glo Mobile (Globacom)","2016_Q2",4.853002553
"NG","Glo Mobile (Globacom)","2016_Q3",3.249876505
"NG","Glo Mobile (Globacom)","2016_Q4",3.202449233
"NG","Glo Mobile (Globacom)","2017_Q1",3.212149635
"NG","Glo Mobile (Globacom)","2017_Q2",3.146336092
"NG","Glo Mobile (Globacom)","2017_Q3",2.898886827
"NG","Glo Mobile (Globacom)","2017_Q4",2.804026582
"NG","MTN","2011_Q1",6.583252469
"NG","MTN","2014_Q2",21.67491346
"NG","MTN","2014_Q3",21.74183128
"NG","MTN","2014_Q4",20.48292894
"NG","MTN","2015_Q1",18.10085798
"NG","MTN","2015_Q2",17.709145
"NG","MTN","2015_Q3",17.72501912
"NG","MTN","2015_Q4",17.71766147
"NG","MTN","2016_Q1",17.76280064
"NG","MTN","2016_Q2",16.98550893
"NG","MTN","2016_Q3",3.249876505
"NG","MTN","2016_Q4",3.202449233
"NG","MTN","2017_Q1",3.212149635
"NG","MTN","2017_Q2",3.146336092
"NG","MTN","2017_Q3",2.898886827
"NG","MTN","2017_Q4",2.804026582
"NG","Airtel (Bharti Airtel)","2014_Q2",18.57849725
"NG","Airtel (Bharti Airtel)","2014_Q3",18.63585539
"NG","Airtel (Bharti Airtel)","2014_Q4",17.55679624
"NG","Airtel (Bharti Airtel)","2015_Q1",10.34334742
"NG","Airtel (Bharti Airtel)","2015_Q2",10.11951143
"NG","Airtel (Bharti Airtel)","2015_Q3",10.12858235
"NG","Airtel (Bharti Airtel)","2015_Q4",10.12437798
"NG","Airtel (Bharti Airtel)","2016_Q1",10.15017179
"NG","Airtel (Bharti Airtel)","2016_Q2",9.706005105
"NG","Airtel (Bharti Airtel)","2016_Q3",3.249876505
"NG","Airtel (Bharti Airtel)","2016_Q4",3.202449233
"NG","Airtel (Bharti Airtel)","2017_Q1",3.212149635
"NG","Airtel (Bharti Airtel)","2017_Q2",3.146336092
"NG","Airtel (Bharti Airtel)","2017_Q3",2.898886827
"NG","Airtel (Bharti Airtel)","2017_Q4",2.804026582
"NG","9mobile","2014_Q2",24.77132966
"NG","9mobile","2014_Q3",24.84780718
"NG","9mobile","2014_Q4",23.40906165
"NG","9mobile","2015_Q1",20.68669484
"NG","9mobile","2015_Q2",20.23902286
"NG","9mobile","2015_Q3",20.25716471
"NG","9mobile","2015_Q4",10.12437798
"NG","9mobile","2016_Q1",10.15017179
"NG","9mobile","2016_Q2",4.853002553
"NG","9mobile","2016_Q3",3.249876505
"NG","9mobile","2016_Q4",3.202449233
"NG","9mobile","2017_Q1",3.212149635
"NG","9mobile","2017_Q2",3.146336092
"NG","9mobile","2017_Q3",2.898886827
"NG","9mobile","2017_Q4",2.804026582
"NG","Spectranet","2016_Q2",14.55900766
"NG","Spectranet","2016_Q3",9.749629514
"NG","Spectranet","2016_Q4",16.01224617
"NG","Spectranet","2017_Q1",16.06074817
"NG","Spectranet","2017_Q2",15.73168046
"NG","Spectranet","2017_Q3",14.49443414
"NG","Spectranet","2017_Q4",8.412079747
"NG","Smile","2014_Q2",11.14709835
"NG","Smile","2014_Q3",11.18151323
"NG","Smile","2014_Q4",10.53407774
"NG","Smile","2015_Q1",9.309012676
"NG","Smile","2015_Q2",9.107560287
"NG","Smile","2015_Q3",9.115724118
"NG","Smile","2015_Q4",7.593283488
"NG","Smile","2016_Q1",7.612628844
"NG","Smile","2016_Q2",7.279503829
"NG","Smile","2016_Q3",4.874814757
"NG","Smile","2016_Q4",4.80367385
"NG","Smile","2017_Q1",3.212149635
"NG","Smile","2017_Q2",3.146336092
"NG","Smile","2017_Q3",2.898886827
"NG","Smile","2017_Q4",2.804026582
"NG","Swift Networks","2016_Q2",9.706005105
"NG","Swift Networks","2016_Q3",6.499753009
"NG","Swift Networks","2016_Q4",6.404898466
"NG","Swift Networks","2017_Q1",6.42429927
"NG","Swift Networks","2017_Q2",6.292672183
"RW","MTN","2014_Q2",11.92424527
"RW","MTN","2014_Q3",11.78213651
"RW","MTN","2014_Q4",11.77206342
"RW","MTN","2015_Q1",11.7992534
"RW","MTN","2015_Q2",11.71361385
"RW","MTN","2015_Q3",11.4895151
"RW","MTN","2015_Q4",11.01267008
"RW","MTN","2016_Q1",10.82721257
"RW","MTN","2016_Q2",10.74272516
"RW","MTN","2016_Q3",10.4232219
"RW","MTN","2016_Q4",9.938764785
"RW","MTN","2017_Q1",6.113029923
"RW","MTN","2017_Q2",2.429749857
"RW","MTN","2017_Q3",2.438340465
"RW","MTN","2017_Q4",2.397328417
"RW","Tigo","2015_Q1",4.424720026
"RW","Tigo","2015_Q2",4.392605196
"RW","Tigo","2015_Q3",4.308568162
"RW","Tigo","2015_Q4",4.129751279
"RW","Tigo","2016_Q1",4.060204716
"RW","Tigo","2016_Q2",4.028521935
"RW","Tigo","2016_Q3",3.908708211
"RW","Tigo","2016_Q4",3.727036795
"RW","Tigo","2017_Q1",3.667817954
"RW","Tigo","2017_Q2",3.644624786
"RW","Tigo","2017_Q3",3.657510698
"RW","Tigo","2017_Q4",4.19532473
"RW","Airtel (Bharti Airtel)","2014_Q2",17.8863679
"RW","Airtel (Bharti Airtel)","2014_Q3",14.72767064
"RW","Airtel (Bharti Airtel)","2014_Q4",14.71507928
"RW","Airtel (Bharti Airtel)","2015_Q1",14.74906675
"RW","Airtel (Bharti Airtel)","2015_Q2",19.03462251
"RW","Airtel (Bharti Airtel)","2015_Q3",18.67046204
"RW","Airtel (Bharti Airtel)","2015_Q4",17.89558888
