"cc3","cc","domain","rtt"
"ZAF","ZA","www.cxpress.co.za",128
"TGO","TG","www.editogo.tg",130
"ZAF","ZA","www.sake24.com",30
"CMR","CM","crtv.cm",2
"ZAF","ZA","landbou.com",5
"ZAF","ZA","www.paarlpost.co.za",44
"ZAF","ZA","www.kwevoel.co.za",3
"TGO","TG","www.editogo.tg",24
"ZAF","ZA","www.vaalweekblad.com",25
"ZAF","ZA","www.southafrica.info",14
"MOZ","MZ","www.rm.co.mz",49
"AGO","AO","www.portalangop.co.ao",4
"ZAF","ZA","ewn.co.za",61
"ZAF","ZA","www.pe-express.co.za",4
"ZAF","ZA","www.kwevoel.co.za",6
"ZAF","ZA","www.dieburger.com",23
"TUN","TN","www.essahafa.info.tn",30
"ZAF","ZA","www.vaalweekblad.com",4
"ZAF","ZA","www.peoplespost.co.za",28
"TUN","TN","www.gnet.tn",14
"ZAF","ZA","www.sportelizabeth.co.za",6
"ZAF","ZA","www.peoplespost.co.za",4
"TUN","TN","www.gnet.tn",30
"ZAF","ZA","www.volksblad.com",24
"ZAF","ZA","www.hermanustimes.co.za",31
"MOZ","MZ","www.tvm.co.mz",3
"ZAF","ZA","www.pmbfever.co.za",2
"ZAF","ZA","www.netwerk24.com",30
"ZAF","ZA","www.districtmail.com",22
"ZAF","ZA","www.weslander.co.za",30
"ZAF","ZA","www.ilanganews.co.za",37
"ZAF","ZA","www.sport24.co.za",29
"ZAF","ZA","www.702.co.za",66
"ZAF","ZA","www.beeld.com",28
"ZAF","ZA","www.sunshinecoastexpress.co.za",23
"ZAF","ZA","www.politicsweb.co.za",28
"ZAF","ZA","www.netwerk24.com",25
"TUN","TN","www.lapresse.tn",15
"ZAF","ZA","www.witness.co.za",1
"ZAF","ZA","www.sportelizabeth.co.za",31
"MAR","MA","www.leseco.ma",143
"ZAF","ZA","www.supersport.com",28
"ZAF","ZA","www.polity.org.za",65
"GHA","GH","www.ghana.gov.gh",365
"ZAF","ZA","isoexpress.co.za",31
"ZAF","ZA","www.zoutnet.co.za",40
"ZAF","ZA","www.capetalk.co.za",34
"BDI","BI","www.netpress.bi",39
"ZAF","ZA","www.theannouncer.co.za",10
"ZAF","ZA","www.polity.org.za",23
"ZAF","ZA","www.eastlondonexpress.co.za",41
"ZAF","ZA","www.news24.com",21
"ZAF","ZA","www.jbaynews.com",23
"ZAF","ZA","www.capetalk.co.za",58
"ZAF","ZA","www.thebugle.co.za",30
"ZAF","ZA","www.gbn.co.za",42
"ZAF","ZA","www.potchefstroomherald.co.za",1
"ZAF","ZA","sedibengster.com",17
"ZAF","ZA","www.newspapers.co.za",41
"BWA","BW","www.echo.co.bw",9
"ZAF","ZA","www.kbn.co.za",21
"ZAF","ZA","www.carletonvilleherald.com",34
"ZAF","ZA","www.georgeherald.com",30
"ZAF","ZA","www.rapport.co.za",49
"MAR","MA","albayane.press.ma",150
"ZAF","ZA","www.edenexpress.co.za",24
"SYC","SC","www.sbc.sc",6
"ZAF","ZA","www.newspapers.co.za",42
"ZAF","ZA","www.cbn.co.za",26
"ZAF","ZA","www.greytown.co.za",22
"DZA","DZ","www.entv.dz",39
"ZAF","ZA","citizen.co.za",36
"ZAF","ZA","www.noseweek.co.za",28
"ZAF","ZA","www.citypress.co.za",19
"ZAF","ZA","www.tygerburger.co.za",24
"ZAF","ZA","www.greytown.co.za",18
"ZAF","ZA","citizen.co.za",31
"ZAF","ZA","www.observer.co.za",19
"ZAF","ZA","www.citypress.co.za",18
"ZAF","ZA","www.ud-news.co.za",23
"ZAF","ZA","www.grocotts.co.za",14
"ZAF","ZA","www.eikestadnuus.co.za",42
"MOZ","MZ","www.jornalnoticias.co.mz",2
"ZAF","ZA","landbou.com",69
"ZAF","ZA","www.observer.co.za",24
"ZAF","ZA","polokwaneexpress.co.za",43
"ZAF","ZA","www.kougaexpress.co.za",70
"ETH","ET","www.ena.gov.et",3
"ZAF","ZA","www.cxpress.co.za",29
"ZAF","ZA","www.sake24.com",24
"CMR","CM","crtv.cm",143
"ZAF","ZA","landbou.com",8
"ZAF","ZA","www.paarlpost.co.za",24
"ZAF","ZA","www.kwevoel.co.za",3
"TGO","TG","www.editogo.tg",24
"ZAF","ZA","www.vaalweekblad.com",35
"ZAF","ZA","www.southafrica.info",29
"MOZ","MZ","www.rm.co.mz",15
"AGO","AO","www.portalangop.co.ao",2
"ZAF","ZA","ewn.co.za",43
"ZAF","ZA","www.pe-express.co.za",20
"ZAF","ZA","www.kwevoel.co.za",36
"ZAF","ZA","www.dieburger.com",43
"TUN","TN","www.essahafa.info.tn",30
"ZAF","ZA","www.vaalweekblad.com",17
"ZAF","ZA","www.peoplespost.co.za",62
"ZAF","ZA","www.dieburger.com",32
"TUN","TN","www.gnet.tn",29
